Date,Close
2013-03-26,36.967999
2013-03-27,37.144001
2013-03-28,37.134998
2013-04-02,37.480000
2013-04-03,37.500000
2013-04-04,37.518002
2013-04-05,38.916000
2013-04-08,38.820999
2013-04-09,37.980999
2013-04-10,38.021000
2013-04-11,40.000000
2013-04-12,39.599998
2013-04-15,37.700001
2013-04-16,36.841999
2013-04-17,34.105000
2013-04-18,34.799999
2013-04-19,34.998001
2013-04-22,34.650002
2013-04-23,34.180000
2013-04-24,34.394001
2013-04-25,34.563000
2013-04-26,35.400002
2013-04-29,35.500000
2013-04-30,34.844002
2013-05-02,34.879002
2013-05-03,34.963001
2013-05-06,35.341999
2013-05-07,35.730999
2013-05-08,36.180000
2013-05-09,36.013000
2013-05-10,35.450001
2013-05-13,35.092999
2013-05-14,34.983002
2013-05-15,34.500000
2013-05-16,33.875999
2013-05-17,33.439999
2013-05-20,32.943001
2013-05-21,34.160000
2013-05-22,34.599998
2013-05-23,33.297001
2013-05-24,33.612999
2013-05-27,34.018002
2013-05-28,35.828999
2013-05-29,35.189999
2013-05-30,35.194000
2013-05-31,34.431000
2013-06-03,34.101002
2013-06-04,34.073002
2013-06-05,34.490002
2013-06-06,34.400002
2013-06-07,34.118000
2013-06-10,35.632000
2013-06-11,34.923000
2013-06-12,35.612999
2013-06-13,35.647999
2013-06-14,35.652000
2013-06-17,36.222000
2013-06-18,35.709999
2013-06-19,34.037998
2013-06-20,30.105000
2013-06-21,28.565001
2013-06-24,28.320999
2013-06-25,28.100000
2013-06-26,27.698999
2013-06-27,27.694000
2013-06-28,27.587999
2013-07-01,29.232000
2013-07-02,29.462000
2013-07-03,29.150000
2013-07-04,29.957001
2013-07-05,30.200001
2013-07-08,28.905001
2013-07-09,28.503000
2013-07-10,26.340000
2013-07-11,27.247999
2013-07-12,27.023001
2013-07-15,27.582001
2013-07-16,27.910000
2013-07-17,27.000000
2013-07-18,26.459999
2013-07-19,26.854000
2013-07-22,27.650000
2013-07-23,27.818001
2013-07-24,27.715000
2013-07-25,27.669001
2013-07-26,26.988001
2013-07-29,27.006001
2013-07-30,26.667000
2013-07-31,26.346001
2013-08-01,27.000000
2013-08-02,27.733000
2013-08-05,28.256001
2013-08-06,27.389999
2013-08-07,27.367001
2013-08-08,28.198999
2013-08-09,29.236000
2013-08-12,30.777000
2013-08-13,30.600000
2013-08-14,30.271000
2013-08-15,29.589001
2013-08-16,29.500000
2013-08-19,28.921000
2013-08-20,29.232000
2013-08-21,29.282000
2013-08-22,30.127001
2013-08-23,30.722000
2013-08-26,30.910000
2013-08-27,29.625000
2013-08-28,29.304001
2013-08-29,28.938000
2013-08-30,28.913000
2013-09-02,29.905001
2013-09-03,29.250000
2013-09-04,28.936001
2013-09-05,27.274000
2013-09-06,28.693001
2013-09-09,28.375000
2013-09-10,29.902000
2013-09-11,29.408001
2013-09-12,29.656000
2013-09-13,29.759001
2013-09-16,29.799999
2013-09-17,29.054001
2013-09-18,29.176001
2013-09-19,31.202000
2013-09-20,30.139000
2013-09-23,29.875999
2013-09-24,29.216999
2013-09-25,29.500000
2013-09-26,29.275999
2013-09-27,29.767000
2013-09-30,29.270000
2013-10-01,28.950001
2013-10-02,28.290001
2013-10-03,28.629999
2013-10-04,28.797001
2013-10-07,28.591999
2013-10-08,28.500000
2013-10-09,28.784000
2013-10-10,28.917999
2013-10-11,29.606001
2013-10-14,29.691000
2013-10-15,29.049999
2013-10-16,29.740000
2013-10-17,29.469000
2013-10-18,29.250000
2013-10-21,29.400000
2013-10-22,29.483999
2013-10-23,29.554001
2013-10-24,29.656000
2013-10-25,29.152000
2013-10-28,29.413000
2013-10-29,29.885000
2013-10-30,29.950001
2013-10-31,29.980000
2013-11-01,29.611000
2013-11-04,30.087000
2013-11-05,29.700001
2013-11-06,29.636000
2013-11-07,29.666000
2013-11-08,29.500000
2013-11-11,29.559000
2013-11-12,28.719999
2013-11-13,27.429001
2013-11-14,27.898001
2013-11-15,28.537001
2013-11-18,28.292999
2013-11-19,28.709999
2013-11-20,29.020000
2013-11-21,28.862000
2013-11-22,28.607000
2013-11-25,28.753000
2013-11-26,29.259001
2013-11-27,28.850000
2013-11-28,28.000000
2013-11-29,27.823999
2013-12-02,27.799999
2013-12-03,27.000000
2013-12-04,26.760000
2013-12-05,27.341999
2013-12-06,26.896999
2013-12-09,26.820999
2013-12-10,27.370001
2013-12-11,28.000000
2013-12-12,27.513000
2013-12-13,27.113001
2013-12-16,27.702999
2013-12-17,27.423000
2013-12-18,27.238001
2013-12-19,27.622000
2013-12-20,27.649000
2013-12-23,27.858999
2013-12-27,28.052999
2013-12-30,28.150000
2014-01-02,28.450001
2014-01-03,28.323000
2014-01-06,28.591000
2014-01-07,27.816999
2014-01-08,27.599001
2014-01-09,26.924999
2014-01-10,26.750999
2014-01-13,26.759001
2014-01-14,27.591999
2014-01-15,27.625000
2014-01-16,27.243999
2014-01-17,27.500000
2014-01-20,27.577000
2014-01-21,27.190001
2014-01-22,27.146999
2014-01-23,27.256001
2014-01-24,26.500000
2014-01-27,26.028000
2014-01-28,26.545000
2014-01-29,25.750000
2014-01-30,25.598000
2014-01-31,25.362000
2014-02-03,25.962000
2014-02-04,25.101000
2014-02-05,25.250000
2014-02-06,25.400000
2014-02-07,25.534000
2014-02-10,25.134001
2014-02-11,24.841000
2014-02-12,26.110001
2014-02-13,26.379999
2014-02-14,27.351999
2014-02-17,28.156000
2014-02-18,27.705000
2014-02-19,27.361000
2014-02-20,27.410000
2014-02-21,27.871000
2014-02-24,27.483999
2014-02-25,27.280001
2014-02-26,27.716000
2014-02-27,27.400000
2014-02-28,27.111000
2014-03-03,26.950001
2014-03-04,27.649000
2014-03-05,28.646999
2014-03-06,28.930000
2014-03-07,28.000000
2014-03-10,26.264000
2014-03-11,25.642000
2014-03-12,24.454000
2014-03-13,24.608000
2014-03-14,23.714001
2014-03-17,24.799999
2014-03-18,25.159000
2014-03-19,24.212999
2014-03-20,24.069000
2014-03-21,23.830000
2014-03-24,24.200001
2014-03-25,24.910000
2014-03-26,25.396000
2014-03-27,25.249001
2014-03-28,25.299999
2014-03-31,26.207001
2014-04-01,25.900000
2014-04-02,25.879000
2014-04-03,25.270000
2014-04-04,25.909000
2014-04-07,25.551001
2014-04-08,26.500000
2014-04-09,26.981001
2014-04-10,28.150000
2014-04-11,27.200001
2014-04-14,27.593000
2014-04-15,26.209999
2014-04-16,26.243999
2014-04-17,26.035000
2014-04-22,26.298000
2014-04-23,26.656000
2014-04-24,27.750999
2014-04-25,26.249001
2014-04-28,25.848000
2014-04-29,25.989000
2014-04-30,26.386999
2014-05-02,25.907000
2014-05-05,25.799999
2014-05-06,25.761999
2014-05-07,26.690001
2014-05-08,25.867001
2014-05-09,26.340000
2014-05-12,25.927999
2014-05-13,27.412001
2014-05-14,27.381001
2014-05-15,27.500999
2014-05-16,27.559000
2014-05-19,26.628000
2014-05-20,27.004999
2014-05-21,27.157000
2014-05-22,27.496000
2014-05-23,27.518999
2014-05-26,28.815001
2014-05-27,27.820999
2014-05-28,27.562000
2014-05-29,27.441000
2014-05-30,27.837000
2014-06-02,27.794001
2014-06-03,27.677999
2014-06-04,29.000000
2014-06-05,29.920000
2014-06-06,28.702999
2014-06-09,29.429001
2014-06-10,28.395000
2014-06-11,29.313999
2014-06-12,29.400000
2014-06-13,28.500000
2014-06-16,28.500000
2014-06-17,29.850000
2014-06-18,29.830000
2014-06-19,30.709999
2014-06-20,30.188999
2014-06-23,30.270000
2014-06-24,29.801001
2014-06-25,29.799999
2014-06-26,29.202999
2014-06-27,30.329000
2014-06-30,29.566000
2014-07-01,29.910000
2014-07-02,29.059000
2014-07-03,30.500000
2014-07-04,30.483999
2014-07-07,30.680000
2014-07-08,30.000000
2014-07-09,29.509001
2014-07-10,29.684000
2014-07-11,28.927999
2014-07-14,30.605000
2014-07-15,30.040001
2014-07-16,30.200001
2014-07-17,30.518000
2014-07-18,30.378000
2014-07-21,31.103001
2014-07-22,30.445999
2014-07-23,31.583000
2014-07-24,30.698999
2014-07-25,30.660999
2014-07-28,31.983999
2014-07-29,31.549999
2014-07-30,30.768999
2014-07-31,30.719999
2014-08-01,30.195000
2014-08-04,31.510000
2014-08-05,30.986000
2014-08-06,30.886999
2014-08-07,30.980000
2014-08-08,30.223000
2014-08-11,29.917000
2014-08-12,30.400999
2014-08-13,30.105000
2014-08-14,30.410000
2014-08-15,30.888000
2014-08-18,31.879000
2014-08-19,32.617001
2014-08-20,33.130001
2014-08-21,32.529999
2014-08-22,31.761999
2014-08-25,31.674000
2014-08-26,31.729000
2014-08-27,32.271999
2014-08-28,32.000000
2014-08-29,30.797001
2014-09-01,31.851000
2014-09-02,31.337000
2014-09-03,31.500000
2014-09-04,31.916000
2014-09-05,32.759998
2014-09-08,32.507000
2014-09-09,32.223000
2014-09-10,33.057999
2014-09-11,31.952000
2014-09-12,30.750000
2014-09-15,30.030001
2014-09-16,31.187000
2014-09-17,31.229000
2014-09-18,31.728001
2014-09-19,31.181999
2014-09-22,31.114000
2014-09-23,30.030001
2014-09-24,30.080999
2014-09-25,30.082001
2014-09-26,30.065001
2014-09-29,30.028999
2014-09-30,29.701000
2014-10-01,29.600000
2014-10-02,29.590000
2014-10-03,29.590000
2014-10-06,29.799999
2014-10-07,29.500000
2014-10-08,29.500000
2014-10-09,29.500000
2014-10-10,29.483999
2014-10-13,29.267000
2014-10-14,29.268000
2014-10-15,30.457001
2014-10-16,29.000999
2014-10-17,29.847000
2014-10-20,29.987000
2014-10-21,29.051001
2014-10-22,29.523001
2014-10-23,29.025999
2014-10-24,29.174999
2014-10-27,29.358000
2014-10-28,29.702000
2014-10-29,31.039000
2014-10-30,30.440001
2014-10-31,30.231001
2014-11-03,30.176001
2014-11-04,29.745001
2014-11-05,29.545000
2014-11-06,28.919001
2014-11-07,28.889000
2014-11-10,29.086000
2014-11-19,29.198999
2014-11-20,29.000000
2014-11-21,29.000000
2014-11-25,29.628000
2014-11-28,29.840000
2014-12-02,27.941999
2014-12-03,27.979000
2014-12-10,26.346001
2014-12-15,26.250000
2014-12-16,26.018000
2014-12-17,24.855000
2014-12-18,24.886999
2014-12-19,26.285000
2014-12-22,25.806000
2014-12-23,26.089001
2014-12-29,25.250000
2014-12-30,25.049999
2015-01-02,25.834000
2015-01-05,25.000000
2015-01-06,24.850000
2015-01-07,25.090000
2015-01-08,26.775999
2015-01-09,26.849001
2015-01-12,25.471001
2015-01-13,25.700001
2015-01-14,23.600000
2015-01-15,23.205999
2015-01-16,23.184000
2015-01-19,24.055000
2015-01-20,24.049999
2015-01-21,24.299000
2015-01-22,25.517000
2015-01-23,26.190001
2015-01-26,25.650000
2015-01-27,24.510000
2015-01-28,24.100000
2015-01-29,24.100000
2015-01-30,24.396000
2015-02-02,24.714001
2015-02-03,25.011000
2015-02-04,27.250000
2015-02-05,26.256001
2015-02-06,25.951000
2015-02-09,26.329000
2015-02-10,26.459000
2015-02-11,26.194000
2015-02-12,26.464001
2015-02-13,27.349001
2015-02-16,27.832001
2015-02-17,27.903000
2015-02-18,27.500000
2015-02-19,27.385000
2015-02-20,27.778999
2015-02-23,27.721001
2015-02-24,28.500000
2015-02-25,28.325001
2015-02-26,29.531000
2015-02-27,29.007000
2015-03-02,29.499001
2015-03-03,27.856001
2015-03-04,27.841999
2015-03-05,27.825001
2015-03-06,28.483999
2015-03-09,28.261999
2015-03-10,27.105000
2015-03-11,27.094000
2015-03-12,27.785999
2015-03-13,27.850000
2015-03-16,27.618000
2015-03-17,27.600000
2015-03-18,27.920000
2015-03-19,28.000000
2015-03-20,27.840000
2015-03-23,29.054001
2015-03-24,29.200001
2015-03-25,29.809000
2015-03-26,29.226000
2015-03-27,28.451000
2015-03-30,30.068001
2015-03-31,29.167999
2015-04-01,29.732000
2015-04-02,28.795000
2015-04-07,28.806999
2015-04-08,30.091999
2015-04-09,29.170000
2015-04-10,28.777000
2015-04-13,29.135000
2015-04-14,29.091000
2015-04-15,28.642000
2015-04-16,28.813000
2015-04-17,30.083000
2015-04-20,30.410999
2015-04-21,30.098000
2015-04-22,28.820000
2015-04-23,28.889999
2015-04-24,28.837999
2015-04-27,29.093000
2015-04-28,30.920000
2015-04-29,30.808001
2015-04-30,30.799999
2015-05-04,31.645000
2015-05-05,31.726000
2015-05-06,31.719999
2015-05-07,31.329000
2015-05-08,31.563999
2015-05-11,31.414000
2015-05-12,30.516001
2015-05-13,31.563999
2015-05-14,31.414000
2015-05-15,31.155001
2015-05-18,31.212999
2015-05-19,30.834999
2015-05-20,30.708000
2015-05-21,30.459000
2015-05-22,30.532000
2015-05-25,30.532000
2015-05-26,29.291000
2015-05-27,28.268999
2015-05-28,28.733999
2015-05-29,28.299999
2015-06-01,28.080000
2015-06-02,28.924999
2015-06-03,28.209999
2015-06-04,27.809999
2015-06-05,27.809999
2015-06-08,26.316000
2015-06-09,25.826000
2015-06-10,27.980000
2015-06-11,27.534000
2015-06-12,27.087999
2015-06-15,26.850000
2015-06-16,26.902000
2015-06-17,26.893999
2015-06-18,26.424999
2015-06-19,26.850000
2015-06-22,26.000000
2015-06-23,26.400000
2015-06-24,26.344999
2015-06-25,26.061001
2015-06-26,26.879999
2015-06-29,25.921000
2015-06-30,25.500000
2015-07-01,25.500000
2015-07-02,25.002001
2015-07-03,24.861000
2015-07-06,24.997000
2015-07-07,24.069000
2015-07-08,24.000999
2015-07-09,24.841999
2015-07-10,23.802000
2015-07-13,24.450001
2015-07-14,24.266001
2015-07-15,24.440001
2015-07-16,24.299999
2015-07-17,24.867001
2015-07-20,24.000999
2015-07-21,24.000000
2015-07-22,22.875999
2015-07-23,21.455000
2015-07-24,22.100000
2015-07-27,23.785000
2015-07-28,23.245001
2015-07-29,23.141001
2015-07-30,22.125000
2015-07-31,23.398001
2015-08-03,22.128000
2015-08-04,22.598000
2015-08-05,22.705000
2015-08-06,22.336000
2015-08-07,22.049999
2015-08-10,21.570999
2015-08-11,22.030001
2015-08-12,21.700001
2015-08-13,22.344000
2015-08-14,22.511999
2015-08-17,21.993999
2015-08-18,21.000000
2015-08-19,20.389999
2015-08-20,20.500000
2015-08-21,20.270000
2015-08-24,17.268000
2015-08-25,18.155001
2015-08-26,17.414000
2015-08-27,17.546000
2015-08-28,18.853001
2015-08-31,19.364000
2015-09-01,18.000000
2015-09-02,18.488001
2015-09-03,17.990000
2015-09-04,18.556999
2015-09-07,18.879999
2015-09-08,18.379999
2015-09-09,18.539000
2015-09-10,19.292000
2015-09-11,19.879000
2015-09-14,19.621000
2015-09-15,19.552000
2015-09-16,19.774000
2015-09-17,20.358999
2015-09-18,21.000000
2015-09-21,20.042000
2015-09-22,20.243999
2015-09-23,19.000000
2015-09-24,19.000000
2015-09-25,19.000000
2015-09-28,18.379999
2015-09-29,17.450001
2015-09-30,17.919001
2015-10-01,18.796000
2015-10-02,18.621000
2015-10-05,20.233000
2015-10-06,19.218000
2015-10-07,21.802000
2015-10-08,21.937000
2015-10-09,23.010000
2015-10-12,22.089001
2015-10-13,21.541000
2015-10-14,21.733000
2015-10-15,21.634001
2015-10-16,22.400000
2015-10-19,22.000000
2015-10-20,21.999001
2015-10-21,21.118000
2015-10-22,22.000000
2015-10-23,22.990000
2015-10-26,23.573999
2015-10-27,21.957001
2015-10-28,21.469000
2015-10-29,21.507000
2015-10-30,20.660000
2015-11-02,21.983999
2015-11-03,21.136000
2015-11-04,22.461000
2015-11-05,21.489000
2015-11-06,20.832001
2015-11-09,20.448999
2015-11-10,20.438000
2015-11-11,19.931999
2015-11-12,19.733000
2015-11-13,18.552999
2015-11-16,18.587000
2015-11-17,18.688999
2015-11-18,17.788000
2015-11-19,17.766001
2015-11-20,18.417000
2015-11-23,17.305000
2015-11-24,16.879999
2015-11-25,17.684999
2015-11-26,17.847000
2015-11-27,17.061001
2015-11-30,16.577000
2015-12-01,17.121000
2015-12-02,16.431999
2015-12-03,15.827000
2015-12-04,15.500000
2015-12-07,14.947000
2015-12-08,14.448000
2015-12-09,13.165000
2015-12-10,13.150000
2015-12-11,13.705000
2015-12-14,13.617000
2015-12-15,14.141000
2015-12-16,13.500000
2015-12-17,14.461000
2015-12-18,14.438000
2015-12-21,13.800000
2015-12-22,13.975000
2015-12-23,15.278000
2015-12-28,14.430000
2015-12-29,15.683000
2015-12-30,14.845000
2016-01-04,15.353000
2016-01-05,13.710000
2016-01-06,14.000000
2016-01-07,13.200000
2016-01-08,12.778000
2016-01-11,12.800000
2016-01-12,12.580000
2016-01-13,13.236000
2016-01-14,13.351000
2016-01-15,12.300000
2016-01-18,11.750000
2016-01-19,11.422000
2016-01-20,11.654000
2016-01-21,12.310000
2016-01-22,11.650000
2016-01-25,12.501000
2016-01-26,12.500000
2016-01-27,12.088000
2016-01-28,12.240000
2016-01-29,13.144000
2016-02-01,12.486000
2016-02-02,12.281000
2016-02-03,13.221000
2016-02-04,12.418000
2016-02-05,13.088000
2016-02-08,13.477000
2016-02-09,13.835000
2016-02-10,12.751000
2016-02-11,12.754000
2016-02-12,12.600000
2016-02-15,13.210000
2016-02-16,13.216000
2016-02-17,14.505000
2016-02-18,14.256000
2016-02-19,15.419000
2016-02-22,14.800000
2016-02-23,15.999000
2016-02-24,15.220000
2016-02-25,14.800000
2016-02-26,14.800000
2016-02-29,15.999000
2016-03-01,15.064000
2016-03-02,16.000000
2016-03-03,16.287001
2016-03-04,17.034000
2016-03-07,17.094000
2016-03-08,17.458000
2016-03-09,16.384001
2016-03-10,17.551001
2016-03-11,17.296000
2016-03-14,17.000000
2016-03-15,17.000000
2016-03-16,16.802999
2016-03-17,17.747999
2016-03-18,17.191000
2016-03-21,17.950001
2016-03-22,17.521999
2016-03-23,18.714001
2016-03-24,17.344999
2016-03-29,16.993000
2016-03-30,16.959000
2016-03-31,16.974001
2016-04-01,17.120001
2016-04-04,17.120001
2016-04-05,17.228001
2016-04-06,16.469999
2016-04-07,16.379999
2016-04-08,16.000000
2016-04-11,15.088000
2016-04-12,15.538000
2016-04-13,17.591999
2016-04-14,17.124001
2016-04-15,16.386000
2016-04-18,15.996000
2016-04-19,15.916000
2016-04-20,16.832001
2016-04-21,17.707001
2016-04-22,17.694000
2016-04-25,17.700001
2016-04-26,16.320000
2016-04-27,16.320000
2016-04-28,16.320000
2016-04-29,16.320000
2016-05-02,16.801001
2016-05-03,16.799999
2016-05-04,16.000000
2016-05-05,15.242000
2016-05-06,16.193001
2016-05-09,15.471000
2016-05-10,15.100000
2016-05-11,14.500000
2016-05-12,14.999000
2016-05-13,14.000000
2016-05-17,15.015000
2016-05-18,14.216000
2016-05-19,13.500000
2016-05-20,13.390000
2016-05-23,13.800000
2016-05-24,14.967000
2016-05-25,13.621000
2016-05-26,14.300000
2016-05-27,14.301000
2016-05-30,14.300000
2016-05-31,13.700000
2016-06-01,13.571000
2016-06-02,12.636000
2016-06-03,13.966000
2016-06-06,14.440000
2016-06-07,14.346000
2016-06-08,13.960000
2016-06-09,13.971000
2016-06-10,13.970000
2016-06-13,13.061000
2016-06-14,13.739000
2016-06-15,13.000000
2016-06-16,13.034000
2016-06-17,13.000000
2016-06-20,13.127000
2016-06-21,14.839000
2016-06-22,13.464000
2016-06-23,13.721000
2016-06-24,14.099000
2016-06-27,13.210000
2016-06-28,13.210000
2016-06-29,13.725000
2016-06-30,14.603000
2016-07-01,14.343000
2016-07-04,16.094000
2016-07-05,14.710000
2016-07-06,14.698000
2016-07-07,14.700000
2016-07-08,14.990000
2016-07-11,14.990000
2016-07-12,15.200000
2016-07-13,16.999001
2016-07-14,16.788000
2016-07-15,15.963000
2016-07-18,17.249001
2016-07-19,17.399000
2016-07-20,16.469000
2016-07-21,17.070000
2016-07-22,17.490000
2016-07-25,17.000000
2016-07-26,17.000000
2016-07-27,17.552999
2016-07-28,18.049999
2016-07-29,17.746000
2016-08-01,17.173000
2016-08-02,17.205000
2016-08-03,18.180000
2016-08-04,17.320000
2016-08-05,18.150000
2016-08-08,18.150000
2016-08-09,18.150000
2016-08-10,18.150000
2016-08-11,18.150000
2016-08-12,18.336000
2016-08-15,18.150000
2016-08-16,18.250000
2016-08-17,18.150000
2016-08-18,18.150000
2016-08-19,18.150000
2016-08-22,17.200001
2016-08-23,17.000000
2016-08-24,18.499001
2016-08-25,18.499001
2016-08-26,17.408001
2016-08-29,17.000000
2016-08-30,16.903999
2016-08-31,16.400000
2016-09-01,17.073999
2016-09-02,16.400000
2016-09-05,16.400000
2016-09-06,17.471001
2016-09-07,18.339001
2016-09-08,17.223000
2016-09-09,16.681999
2016-09-12,15.895000
2016-09-13,15.438000
2016-09-14,15.332000
2016-09-15,15.655000
2016-09-16,15.762000
2016-09-19,15.550000
2016-09-20,15.699000
2016-09-21,16.933001
2016-09-22,15.826000
2016-09-23,17.393000
2016-09-26,17.914000
2016-09-27,16.153999
2016-09-28,16.049999
2016-09-29,16.198000
2016-09-30,17.648001
2016-10-04,16.461000
2016-10-05,16.504999
2016-10-06,16.600000
2016-10-07,16.229000
2016-10-10,16.375999
2016-10-11,16.523001
2016-10-12,17.780001
2016-10-13,17.000000
2016-10-14,15.663000
2016-10-17,16.405001
2016-10-18,15.550000
2016-10-19,15.796000
2016-10-20,15.550000
2016-10-21,15.550000
2016-10-24,16.500000
2016-10-25,17.058001
2016-10-26,15.729000
2016-10-27,15.821000
2016-10-28,17.353001
2016-10-31,15.770000
2016-11-01,16.650000
2016-11-02,15.772000
2016-11-03,15.550000
2016-11-04,15.550000
2016-11-07,17.128000
2016-11-08,16.472000
2016-11-09,17.712999
2016-11-10,19.033001
2016-11-11,19.530001
2016-11-14,18.500000
2016-11-15,18.176001
2016-11-16,17.849001
2016-11-17,17.534000
2016-11-18,17.599001
2016-11-21,17.374001
2016-11-22,19.152000
2016-11-23,18.646000
2016-11-24,18.611000
2016-11-25,19.806000
2016-11-28,20.299999
2016-11-29,20.000999
2016-11-30,18.648001
2016-12-01,18.500000
2016-12-02,18.865999
2016-12-05,19.996000
2016-12-06,19.431000
2016-12-07,21.799999
2016-12-08,21.961000
2016-12-09,21.961000
2016-12-12,21.846001
2016-12-13,20.599001
2016-12-14,20.701000
2016-12-15,20.061001
2016-12-16,19.736000
2016-12-19,20.378000
2016-12-20,21.257000
2016-12-21,21.355000
2016-12-22,20.815001
2016-12-23,19.972000
2016-12-27,19.715000
2016-12-28,20.806000
2016-12-29,19.900000
2016-12-30,20.642000
2017-01-02,21.141001
2017-01-03,19.886999
2017-01-04,21.465000
2017-01-05,20.895000
2017-01-06,21.000000
2017-01-09,22.976999
2017-01-10,21.000000
2017-01-11,23.624001
2017-01-12,24.150000
2017-01-13,23.545000
2017-01-16,25.225000
2017-01-17,25.160999
2017-01-18,26.297001
2017-01-19,24.737000
2017-01-20,25.000000
2017-01-23,25.000999
2017-01-24,26.528999
